"Statistic","Quarter","County","UNIT","VALUE"
"New House Registrations","2009Q2","Kerry","Number","19"
"New House Registrations","2009Q2","Limerick","Number","7"
"New House Registrations","2009Q2","Tipperary","Number","15"
"New House Registrations","2009Q2","Waterford","Number","27"
"New House Registrations","2009Q2","Galway","Number","8"
"New House Registrations","2009Q2","Leitrim","Number","0"
"New House Registrations","2009Q2","Mayo","Number","4"
"New House Registrations","2009Q2","Roscommon","Number","5"
"New House Registrations","2009Q2","Sligo","Number","47"
"New House Registrations","2009Q2","Cavan","Number","7"
"New House Registrations","2009Q2","Donegal","Number","11"
"New House Registrations","2009Q2","Monaghan","Number","4"
"New House Registrations","2009Q3","All Counties","Number","828"
"New House Registrations","2009Q3","Carlow","Number","3"
"New House Registrations","2009Q3","Dublin","Number","138"
"New House Registrations","2009Q3","Kildare","Number","63"
"New House Registrations","2009Q3","Kilkenny","Number","9"
"New House Registrations","2009Q3","Laois","Number","4"
"New House Registrations","2009Q3","Longford","Number","0"
"New House Registrations","2009Q3","Louth","Number","22"
"New House Registrations","2009Q3","Meath","Number","39"
"New House Registrations","2009Q3","Offaly","Number","3"
"New House Registrations","2009Q3","Westmeath","Number","71"
"New House Registrations","2009Q3","Wexford","Number","19"
"New House Registrations","2009Q3","Wicklow","Number","16"
"New House Registrations","2009Q3","Clare","Number","100"
"New House Registrations","2009Q3","Cork","Number","156"
"New House Registrations","2009Q3","Kerry","Number","21"
"New House Registrations","2009Q3","Limerick","Number","11"
"New House Registrations","2009Q3","Tipperary","Number","12"
"New House Registrations","2009Q3","Waterford","Number","11"
"New House Registrations","2009Q3","Galway","Number","25"
"New House Registrations","2009Q3","Leitrim","Number","3"
"New House Registrations","2009Q3","Mayo","Number","9"
"New House Registrations","2009Q3","Roscommon","Number","2"
"New House Registrations","2009Q3","Sligo","Number","39"
"New House Registrations","2009Q3","Cavan","Number","44"
"New House Registrations","2009Q3","Donegal","Number","4"
"New House Registrations","2009Q3","Monaghan","Number","4"
"New House Registrations","2009Q4","All Counties","Number","798"
"New House Registrations","2009Q4","Carlow","Number","7"
"New House Registrations","2009Q4","Dublin","Number","209"
"New House Registrations","2009Q4","Kildare","Number","22"
"New House Registrations","2009Q4","Kilkenny","Number","15"
"New House Registrations","2009Q4","Laois","Number","1"
"New House Registrations","2009Q4","Longford","Number","0"
"New House Registrations","2009Q4","Louth","Number","19"
"New House Registrations","2009Q4","Meath","Number","43"
"New House Registrations","2009Q4","Offaly","Number","2"
"New House Registrations","2009Q4","Westmeath","Number","5"
"New House Registrations","2009Q4","Wexford","Number","18"
"New House Registrations","2009Q4","Wicklow","Number","91"
"New House Registrations","2009Q4","Clare","Number","10"
"New House Registrations","2009Q4","Cork","Number","122"
"New House Registrations","2009Q4","Kerry","Number","6"
"New House Registrations","2009Q4","Limerick","Number","32"
"New House Registrations","2009Q4","Tipperary","Number","20"
"New House Registrations","2009Q4","Waterford","Number","9"
"New House Registrations","2009Q4","Galway","Number","50"
"New House Registrations","2009Q4","Leitrim","Number","5"
"New House Registrations","2009Q4","Mayo","Number","3"
"New House Registrations","2009Q4","Roscommon","Number","1"
"New House Registrations","2009Q4","Sligo","Number","60"
"New House Registrations","2009Q4","Cavan","Number","0"
"New House Registrations","2009Q4","Donegal","Number","11"
"New House Registrations","2009Q4","Monaghan","Number","37"
"New House Registrations","2010Q1","All Counties","Number","429"
"New House Registrations","2010Q1","Carlow","Number","1"
"New House Registrations","2010Q1","Dublin","Number","40"
"New House Registrations","2010Q1","Kildare","Number","51"
"New House Registrations","2010Q1","Kilkenny","Number","6"
"New House Registrations","2010Q1","Laois","Number","13"
"New House Registrations","2010Q1","Longford","Number","0"
"New House Registrations","2010Q1","Louth","Number","9"
"New House Registrations","2010Q1","Meath","Number","17"
"New House Registrations","2010Q1","Offaly","Number","4"
"New House Registrations","2010Q1","Westmeath","Number","7"
"New House Registrations","2010Q1","Wexford","Number","11"
"New House Registrations","2010Q1","Wicklow","Number","4"
"New House Registrations","2010Q1","Clare","Number","15"
"New House Registrations","2010Q1","Cork","Number","113"
"New House Registrations","2010Q1","Kerry","Number","21"
"New House Registrations","2010Q1","Limerick","Number","9"
"New House Registrations","2010Q1","Tipperary","Number","30"
"New House Registrations","2010Q1","Waterford","Number","6"
"New House Registrations","2010Q1","Galway","Number","8"
"New House Registrations","2010Q1","Leitrim","Number","0"
"New House Registrations","2010Q1","Mayo","Number","4"
"New House Registrations","2010Q1","Roscommon","Number","2"
"New House Registrations","2010Q1","Sligo","Number","4"
"New House Registrations","2010Q1","Cavan","Number","2"
"New House Registrations","2010Q1","Donegal","Number","44"
"New House Registrations","2010Q1","Monaghan","Number","8"
"New House Registrations","2010Q2","All Counties","Number","743"
"New House Registrations","2010Q2","Carlow","Number","31"
"New House Registrations","2010Q2","Dublin","Number","195"
"New House Registrations","2010Q2","Kildare","Number","24"
"New House Registrations","2010Q2","Kilkenny","Number","12"
"New House Registrations","2010Q2","Laois","Number","4"
"New House Registrations","2010Q2","Longford","Number","2"
"New House Registrations","2010Q2","Louth","Number","23"
"New House Registrations","2010Q2","Meath","Number","34"
"New House Registrations","2010Q2","Offaly","Number","7"
"New House Registrations","2010Q2","Westmeath","Number","4"
"New House Registrations","2010Q2","Wexford","Number","58"
"New House Registrations","2010Q2","Wicklow","Number","40"
"New House Registrations","2010Q2","Clare","Number","8"
"New House Registrations","2010Q2","Cork","Number","141"
"New House Registrations","2010Q2","Kerry","Number","12"
"New House Registrations","2010Q2","Limerick","Number","13"
"New House Registrations","2010Q2","Tipperary","Number","21"
"New House Registrations","2010Q2","Waterford","Number","6"
"New House Registrations","2010Q2","Galway","Number","7"
"New House Registrations","2010Q2","Leitrim","Number","2"
"New House Registrations","2010Q2","Mayo","Number","58"
"New House Registrations","2010Q2","Roscommon","Number","6"
"New House Registrations","2010Q2","Sligo","Number","27"
"New House Registrations","2010Q2","Cavan","Number","0"
"New House Registrations","2010Q2","Donegal","Number","6"
"New House Registrations","2010Q2","Monaghan","Number","2"
"New House Registrations","2010Q3","All Counties","Number","304"
"New House Registrations","2010Q3","Carlow","Number","4"
"New House Registrations","2010Q3","Dublin","Number","63"
"New House Registrations","2010Q3","Kildare","Number","10"
"New House Registrations","2010Q3","Kilkenny","Number","5"
"New House Registrations","2010Q3","Laois","Number","5"
"New House Registrations","2010Q3","Longford","Number","0"
"New House Registrations","2010Q3","Louth","Number","4"
"New House Registrations","2010Q3","Meath","Number","26"
"New House Registrations","2010Q3","Offaly","Number","5"
"New House Registrations","2010Q3","Westmeath","Number","1"
"New House Registrations","2010Q3","Wexford","Number","4"
"New House Registrations","2010Q3","Wicklow","Number","7"
"New House Registrations","2010Q3","Clare","Number","9"
"New House Registrations","2010Q3","Cork","Number","66"
"New House Registrations","2010Q3","Kerry","Number","13"
"New House Registrations","2010Q3","Limerick","Number","25"
"New House Registrations","2010Q3","Tipperary","Number","24"
"New House Registrations","2010Q3","Waterford","Number","4"
"New House Registrations","2010Q3","Galway","Number","13"
"New House Registrations","2010Q3","Leitrim","Number","0"
"New House Registrations","2010Q3","Mayo","Number","4"
"New House Registrations","2010Q3","Roscommon","Number","1"
"New House Registrations","2010Q3","Sligo","Number","2"
"New House Registrations","2010Q3","Cavan","Number","0"
"New House Registrations","2010Q3","Donegal","Number","5"
"New House Registrations","2010Q3","Monaghan","Number","4"
"New House Registrations","2010Q4","All Counties","Number","204"
"New House Registrations","2010Q4","Carlow","Number","1"
"New House Registrations","2010Q4","Dublin","Number","20"
"New House Registrations","2010Q4","Kildare","Number","29"
"New House Registrations","2010Q4","Kilkenny","Number","5"
"New House Registrations","2010Q4","Laois","Number","6"
"New House Registrations","2010Q4","Longford","Number","1"
"New House Registrations","2010Q4","Louth","Number","14"
"New House Registrations","2010Q4","Meath","Number","10"
"New House Registrations","2010Q4","Offaly","Number","11"
"New House Registrations","2010Q4","Westmeath","Number","2"
"New House Registrations","2010Q4","Wexford","Number","18"
"New House Registrations","2010Q4","Wicklow","Number","1"
"New House Registrations","2010Q4","Clare","Number","3"
"New House Registrations","2010Q4","Cork","Number","38"
"New House Registrations","2010Q4","Kerry","Number","11"
"New House Registrations","2010Q4","Limerick","Number","8"
"New House Registrations","2010Q4","Tipperary","Number","8"
"New House Registrations","2010Q4","Waterford","Number","2"
"New House Registrations","2010Q4","Galway","Number","3"
"New House Registrations","2010Q4","Leitrim","Number","0"
"New House Registrations","2010Q4","Mayo","Number","0"
"New House Registrations","2010Q4","Roscommon","Number","0"
"New House Registrations","2010Q4","Sligo","Number","1"
"New House Registrations","2010Q4","Cavan","Number","0"
"New House Registrations","2010Q4","Donegal","Number","12"
"New House Registrations","2010Q4","Monaghan","Number","0"
"New House Registrations","2011Q1","All Counties","Number","274"
"New House Registrations","2011Q1","Carlow","Number","14"
"New House Registrations","2011Q1","Dublin","Number","58"
"New House Registrations","2011Q1","Kildare","Number","17"
"New House Registrations","2011Q1","Kilkenny","Number","7"
"New House Registrations","2011Q1","Laois","Number","1"
"New House Registrations","2011Q1","Longford","Number","0"
"New House Registrations","2011Q1","Louth","Number","9"
"New House Registrations","2011Q1","Meath","Number","13"
"New House Registrations","2011Q1","Offaly","Number","2"
"New House Registrations","2011Q1","Westmeath","Number","2"
"New House Registrations","2011Q1","Wexford","Number","2"
"New House Registrations","2011Q1","Wicklow","Number","6"
"New House Registrations","2011Q1","Clare","Number","4"
"New House Registrations","2011Q1","Cork","Number","44"
"New House Registrations","2011Q1","Kerry","Number","29"
"New House Registrations","2011Q1","Limerick","Number","16"
"New House Registrations","2011Q1","Tipperary","Number","8"
"New House Registrations","2011Q1","Waterford","Number","12"
"New House Registrations","2011Q1","Galway","Number","15"
"New House Registrations","2011Q1","Leitrim","Number","0"
"New House Registrations","2011Q1","Mayo","Number","4"
"New House Registrations","2011Q1","Roscommon","Number","1"
"New House Registrations","2011Q1","Sligo","Number","9"
"New House Registrations","2011Q1","Cavan","Number","0"
"New House Registrations","2011Q1","Donegal","Number","1"
"New House Registrations","2011Q1","Monaghan","Number","0"
"New House Registrations","2011Q2","All Counties","Number","168"
"New House Registrations","2011Q2","Carlow","Number","2"
"New House Registrations","2011Q2","Dublin","Number","32"
"New House Registrations","2011Q2","Kildare","Number","12"
"New House Registrations","2011Q2","Kilkenny","Number","3"
"New House Registrations","2011Q2","Laois","Number","5"
"New House Registrations","2011Q2","Longford","Number","0"
"New House Registrations","2011Q2","Louth","Number","6"
"New House Registrations","2011Q2","Meath","Number","10"
"New House Registrations","2011Q2","Offaly","Number","4"
"New House Registrations","2011Q2","Westmeath","Number","0"
"New House Registrations","2011Q2","Wexford","Number","3"
"New House Registrations","2011Q2","Wicklow","Number","4"
"New House Registrations","2011Q2","Clare","Number","2"
"New House Registrations","2011Q2","Cork","Number","50"
"New House Registrations","2011Q2","Kerry","Number","5"
"New House Registrations","2011Q2","Limerick","Number","6"
"New House Registrations","2011Q2","Tipperary","Number","8"
"New House Registrations","2011Q2","Waterford","Number","3"
"New House Registrations","2011Q2","Galway","Number","3"
"New House Registrations","2011Q2","Leitrim","Number","0"
"New House Registrations","2011Q2","Mayo","Number","1"
"New House Registrations","2011Q2","Roscommon","Number","2"
"New House Registrations","2011Q2","Sligo","Number","1"
"New House Registrations","2011Q2","Cavan","Number","1"
"New House Registrations","2011Q2","Donegal","Number","3"
"New House Registrations","2011Q2","Monaghan","Number","2"
"New House Registrations","2011Q3","All Counties","Number","183"
"New House Registrations","2011Q3","Carlow","Number","1"
"New House Registrations","2011Q3","Dublin","Number","38"
"New House Registrations","2011Q3","Kildare","Number","5"
"New House Registrations","2011Q3","Kilkenny","Number","3"
"New House Registrations","2011Q3","Laois","Number","2"
"New House Registrations","2011Q3","Longford","Number","0"
"New House Registrations","2011Q3","Louth","Number","1"
"New House Registrations","2011Q3","Meath","Number","16"
"New House Registrations","2011Q3","Offaly","Number","13"
"New House Registrations","2011Q3","Westmeath","Number","1"
"New House Registrations","2011Q3","Wexford","Number","2"
"New House Registrations","2011Q3","Wicklow","Number","14"
"New House Registrations","2011Q3","Clare","Number","4"
"New House Registrations","2011Q3","Cork","Number","55"
"New House Registrations","2011Q3","Kerry","Number","3"
"New House Registrations","2011Q3","Limerick","Number","6"
"New House Registrations","2011Q3","Tipperary","Number","8"
"New House Registrations","2011Q3","Waterford","Number","4"
"New House Registrations","2011Q3","Galway","Number","2"
"New House Registrations","2011Q3","Leitrim","Number","0"
"New House Registrations","2011Q3","Mayo","Number","1"
"New House Registrations","2011Q3","Roscommon","Number","0"
"New House Registrations","2011Q3","Sligo","Number","2"
"New House Registrations","2011Q3","Cavan","Number","0"
"New House Registrations","2011Q3","Donegal","Number","1"
"New House Registrations","2011Q3","Monaghan","Number","1"
"New House Registrations","2011Q4","All Counties","Number","209"
"New House Registrations","2011Q4","Carlow","Number","0"
"New House Registrations","2011Q4","Dublin","Number","12"
"New House Registrations","2011Q4","Kildare","Number","11"
"New House Registrations","2011Q4","Kilkenny","Number","30"
"New House Registrations","2011Q4","Laois","Number","2"
"New House Registrations","2011Q4","Longford","Number","0"
"New House Registrations","2011Q4","Louth","Number","6"
"New House Registrations","2011Q4","Meath","Number","1"
"New House Registrations","2011Q4","Offaly","Number","5"
"New House Registrations","2011Q4","Westmeath","Number","2"
"New House Registrations","2011Q4","Wexford","Number","2"
"New House Registrations","2011Q4","Wicklow","Number","1"
"New House Registrations","2011Q4","Clare","Number","4"
"New House Registrations","2011Q4","Cork","Number","98"
"New House Registrations","2011Q4","Kerry","Number","10"
"New House Registrations","2011Q4","Limerick","Number","6"
"New House Registrations","2011Q4","Tipperary","Number","2"
"New House Registrations","2011Q4","Waterford","Number","1"
"New House Registrations","2011Q4","Galway","Number","9"
"New House Registrations","2011Q4","Leitrim","Number","1"
"New House Registrations","2011Q4","Mayo","Number","0"
"New House Registrations","2011Q4","Roscommon","Number","1"
"New House Registrations","2011Q4","Sligo","Number","0"
"New House Registrations","2011Q4","Cavan","Number","0"
"New House Registrations","2011Q4","Donegal","Number","0"
"New House Registrations","2011Q4","Monaghan","Number","5"
"New House Registrations","2012Q1","All Counties","Number","144"
"New House Registrations","2012Q1","Carlow","Number","1"
"New House Registrations","2012Q1","Dublin","Number","9"
"New House Registrations","2012Q1","Kildare","Number","5"
"New House Registrations","2012Q1","Kilkenny","Number","1"
"New House Registrations","2012Q1","Laois","Number","2"
"New House Registrations","2012Q1","Longford","Number","0"
"New House Registrations","2012Q1","Louth","Number","53"
"New House Registrations","2012Q1","Meath","Number","5"
"New House Registrations","2012Q1","Offaly","Number","1"
"New House Registrations","2012Q1","Westmeath","Number","1"
"New House Registrations","2012Q1","Wexford","Number","8"
"New House Registrations","2012Q1","Wicklow","Number","1"
"New House Registrations","2012Q1","Clare","Number","1"
"New House Registrations","2012Q1","Cork","Number","35"
"New House Registrations","2012Q1","Kerry","Number","7"
"New House Registrations","2012Q1","Limerick","Number","2"
"New House Registrations","2012Q1","Tipperary","Number","3"
"New House Registrations","2012Q1","Waterford","Number","3"
"New House Registrations","2012Q1","Galway","Number","2"
"New House Registrations","2012Q1","Leitrim","Number","0"
"New House Registrations","2012Q1","Mayo","Number","3"
"New House Registrations","2012Q1","Roscommon","Number","0"
"New House Registrations","2012Q1","Sligo","Number","0"
"New House Registrations","2012Q1","Cavan","Number","0"
"New House Registrations","2012Q1","Donegal","Number","0"
"New House Registrations","2012Q1","Monaghan","Number","1"
"New House Registrations","2012Q2","All Counties","Number","195"
"New House Registrations","2012Q2","Carlow","Number","0"
"New House Registrations","2012Q2","Dublin","Number","71"
"New House Registrations","2012Q2","Kildare","Number","23"
"New House Registrations","2012Q2","Kilkenny","Number","1"
"New House Registrations","2012Q2","Laois","Number","4"
"New House Registrations","2012Q2","Longford","Number","0"
"New House Registrations","2012Q2","Louth","Number","21"
"New House Registrations","2012Q2","Meath","Number","2"
"New House Registrations","2012Q2","Offaly","Number","3"
"New House Registrations","2012Q2","Westmeath","Number","0"
"New House Registrations","2012Q2","Wexford","Number","3"
"New House Registrations","2012Q2","Wicklow","Number","5"
"New House Registrations","2012Q2","Clare","Number","1"
"New House Registrations","2012Q2","Cork","Number","34"
"New House Registrations","2012Q2","Kerry","Number","8"
"New House Registrations","2012Q2","Limerick","Number","6"
"New House Registrations","2012Q2","Tipperary","Number","3"
"New House Registrations","2012Q2","Waterford","Number","2"
"New House Registrations","2012Q2","Galway","Number","4"
"New House Registrations","2012Q2","Leitrim","Number","0"
"New House Registrations","2012Q2","Mayo","Number","0"
"New House Registrations","2012Q2","Roscommon","Number","0"
"New House Registrations","2012Q2","Sligo","Number","2"
"New House Registrations","2012Q2","Cavan","Number","0"
"New House Registrations","2012Q2","Donegal","Number","2"
"New House Registrations","2012Q2","Monaghan","Number","0"
"New House Registrations","2012Q3","All Counties","Number","125"
"New House Registrations","2012Q3","Carlow","Number","0"
"New House Registrations","2012Q3","Dublin","Number","31"
"New House Registrations","2012Q3","Kildare","Number","10"
"New House Registrations","2012Q3","Kilkenny","Number","2"
"New House Registrations","2012Q3","Laois","Number","1"
"New House Registrations","2012Q3","Longford","Number","0"
"New House Registrations","2012Q3","Louth","Number","6"
"New House Registrations","2012Q3","Meath","Number","4"
"New House Registrations","2012Q3","Offaly","Number","5"
"New House Registrations","2012Q3","Westmeath","Number","2"
"New House Registrations","2012Q3","Wexford","Number","1"
"New House Registrations","2012Q3","Wicklow","Number","19"
"New House Registrations","2012Q3","Clare","Number","1"
"New House Registrations","2012Q3","Cork","Number","31"
"New House Registrations","2012Q3","Kerry","Number","4"
"New House Registrations","2012Q3","Limerick","Number","2"
"New House Registrations","2012Q3","Tipperary","Number","0"
"New House Registrations","2012Q3","Waterford","Number","1"
"New House Registrations","2012Q3","Galway","Number","2"
"New House Registrations","2012Q3","Leitrim","Number","0"
"New House Registrations","2012Q3","Mayo","Number","1"
"New House Registrations","2012Q3","Roscommon","Number","0"
"New House Registrations","2012Q3","Sligo","Number","0"
"New House Registrations","2012Q3","Cavan","Number","1"
"New House Registrations","2012Q3","Donegal","Number","0"
"New House Registrations","2012Q3","Monaghan","Number","1"
"New House Registrations","2012Q4","All Counties","Number","163"
"New House Registrations","2012Q4","Carlow","Number","0"
"New House Registrations","2012Q4","Dublin","Number","31"
"New House Registrations","2012Q4","Kildare","Number","24"
"New House Registrations","2012Q4","Kilkenny","Number","4"
"New House Registrations","2012Q4","Laois","Number","1"
"New House Registrations","2012Q4","Longford","Number","1"
"New House Registrations","2012Q4","Louth","Number","26"
"New House Registrations","2012Q4","Meath","Number","9"
"New House Registrations","2012Q4","Offaly","Number","3"
"New House Registrations","2012Q4","Westmeath","Number","0"
"New House Registrations","2012Q4","Wexford","Number","3"
"New House Registrations","2012Q4","Wicklow","Number","3"
"New House Registrations","2012Q4","Clare","Number","3"
"New House Registrations","2012Q4","Cork","Number","40"
"New House Registrations","2012Q4","Kerry","Number","6"
"New House Registrations","2012Q4","Limerick","Number","0"
"New House Registrations","2012Q4","Tipperary","Number","6"
"New House Registrations","2012Q4","Waterford","Number","0"
"New House Registrations","2012Q4","Galway","Number","2"
"New House Registrations","2012Q4","Leitrim","Number","0"
"New House Registrations","2012Q4","Mayo","Number","0"
"New House Registrations","2012Q4","Roscommon","Number","0"
"New House Registrations","2012Q4","Sligo","Number","0"
"New House Registrations","2012Q4","Cavan","Number","0"
"New House Registrations","2012Q4","Donegal","Number","1"
"New House Registrations","2012Q4","Monaghan","Number","0"
"New House Registrations","2013Q1","All Counties","Number","219"
"New House Registrations","2013Q1","Carlow","Number","1"
"New House Registrations","2013Q1","Dublin","Number","96"
"New House Registrations","2013Q1","Kildare","Number","17"
"New House Registrations","2013Q1","Kilkenny","Number","3"
"New House Registrations","2013Q1","Laois","Number","5"
"New House Registrations","2013Q1","Longford","Number","1"
"New House Registrations","2013Q1","Louth","Number","2"
"New House Registrations","2013Q1","Meath","Number","14"
"New House Registrations","2013Q1","Offaly","Number","2"
"New House Registrations","2013Q1","Westmeath","Number","4"
"New House Registrations","2013Q1","Wexford","Number","4"
"New House Registrations","2013Q1","Wicklow","Number","12"
"New House Registrations","2013Q1","Clare","Number","1"
"New House Registrations","2013Q1","Cork","Number","43"
"New House Registrations","2013Q1","Kerry","Number","4"
"New House Registrations","2013Q1","Limerick","Number","7"
"New House Registrations","2013Q1","Tipperary","Number","2"
"New House Registrations","2013Q1","Waterford","Number","1"
"New House Registrations","2013Q1","Galway","Number","0"
"New House Registrations","2013Q1","Leitrim","Number","0"
"New House Registrations","2013Q1","Mayo","Number","0"
"New House Registrations","2013Q1","Roscommon","Number","0"
"New House Registrations","2013Q1","Sligo","Number","0"
"New House Registrations","2013Q1","Cavan","Number","0"
"New House Registrations","2013Q1","Donegal","Number","0"
"New House Registrations","2013Q1","Monaghan","Number","0"
"New House Registrations","2013Q2","All Counties","Number","408"
"New House Registrations","2013Q2","Carlow","Number","0"
"New House Registrations","2013Q2","Dublin","Number","217"
"New House Registrations","2013Q2","Kildare","Number","26"
"New House Registrations","2013Q2","Kilkenny","Number","0"
"New House Registrations","2013Q2","Laois","Number","2"
"New House Registrations","2013Q2","Longford","Number","0"
"New House Registrations","2013Q2","Louth","Number","14"
"New House Registrations","2013Q2","Meath","Number","10"
"New House Registrations","2013Q2","Offaly","Number","1"
"New House Registrations","2013Q2","Westmeath","Number","0"
"New House Registrations","2013Q2","Wexford","Number","0"
"New House Registrations","2013Q2","Wicklow","Number","10"
"New House Registrations","2013Q2","Clare","Number","2"
"New House Registrations","2013Q2","Cork","Number","47"
"New House Registrations","2013Q2","Kerry","Number","15"
"New House Registrations","2013Q2","Limerick","Number","4"
"New House Registrations","2013Q2","Tipperary","Number","2"
"New House Registrations","2013Q2","Waterford","Number","11"
"New House Registrations","2013Q2","Galway","Number","3"
"New House Registrations","2013Q2","Leitrim","Number","0"
"New House Registrations","2013Q2","Mayo","Number","36"
"New House Registrations","2013Q2","Roscommon","Number","0"
"New House Registrations","2013Q2","Sligo","Number","1"
"New House Registrations","2013Q2","Cavan","Number","0"
"New House Registrations","2013Q2","Donegal","Number","7"
"New House Registrations","2013Q2","Monaghan","Number","0"
"New House Registrations","2013Q3","All Counties","Number","417"
"New House Registrations","2013Q3","Carlow","Number","0"
"New House Registrations","2013Q3","Dublin","Number","226"
"New House Registrations","2013Q3","Kildare","Number","29"
"New House Registrations","2013Q3","Kilkenny","Number","3"
"New House Registrations","2013Q3","Laois","Number","1"
"New House Registrations","2013Q3","Longford","Number","0"
"New House Registrations","2013Q3","Louth","Number","19"
"New House Registrations","2013Q3","Meath","Number","30"
"New House Registrations","2013Q3","Offaly","Number","0"
"New House Registrations","2013Q3","Westmeath","Number","0"
"New House Registrations","2013Q3","Wexford","Number","2"
"New House Registrations","2013Q3","Wicklow","Number","7"
"New House Registrations","2013Q3","Clare","Number","1"
"New House Registrations","2013Q3","Cork","Number","71"
"New House Registrations","2013Q3","Kerry","Number","2"
"New House Registrations","2013Q3","Limerick","Number","5"
"New House Registrations","2013Q3","Tipperary","Number","4"
"New House Registrations","2013Q3","Waterford","Number","0"
"New House Registrations","2013Q3","Galway","Number","12"
"New House Registrations","2013Q3","Leitrim","Number","0"
"New House Registrations","2013Q3","Mayo","Number","1"
"New House Registrations","2013Q3","Roscommon","Number","1"
"New House Registrations","2013Q3","Sligo","Number","1"
"New House Registrations","2013Q3","Cavan","Number","0"
"New House Registrations","2013Q3","Donegal","Number","1"
"New House Registrations","2013Q3","Monaghan","Number","1"
"New House Registrations","2013Q4","All Counties","Number","282"
"New House Registrations","2013Q4","Carlow","Number","1"
"New House Registrations","2013Q4","Dublin","Number","136"
"New House Registrations","2013Q4","Kildare","Number","46"
"New House Registrations","2013Q4","Kilkenny","Number","2"
"New House Registrations","2013Q4","Laois","Number","0"
"New House Registrations","2013Q4","Longford","Number","0"
"New House Registrations","2013Q4","Louth","Number","0"
"New House Registrations","2013Q4","Meath","Number","5"
"New House Registrations","2013Q4","Offaly","Number","3"
"New House Registrations","2013Q4","Westmeath","Number","0"
"New House Registrations","2013Q4","Wexford","Number","0"
"New House Registrations","2013Q4","Wicklow","Number","15"
"New House Registrations","2013Q4","Clare","Number","1"
"New House Registrations","2013Q4","Cork","Number","36"
"New House Registrations","2013Q4","Kerry","Number","4"
"New House Registrations","2013Q4","Limerick","Number","10"
"New House Registrations","2013Q4","Tipperary","Number","1"
"New House Registrations","2013Q4","Waterford","Number","1"
"New House Registrations","2013Q4","Galway","Number","3"
"New House Registrations","2013Q4","Leitrim","Number","0"
"New House Registrations","2013Q4","Mayo","Number","1"
"New House Registrations","2013Q4","Roscommon","Number","0"
"New House Registrations","2013Q4","Sligo","Number","0"
"New House Registrations","2013Q4","Cavan","Number","0"
"New House Registrations","2013Q4","Donegal","Number","15"
"New House Registrations","2013Q4","Monaghan","Number","2"
"New House Registrations","2014Q1","All Counties","Number","489"
"New House Registrations","2014Q1","Carlow","Number","2"
"New House Registrations","2014Q1","Dublin","Number","221"
"New House Registrations","2014Q1","Kildare","Number","88"
"New House Registrations","2014Q1","Kilkenny","Number","1"
"New House Registrations","2014Q1","Laois","Number","2"
"New House Registrations","2014Q1","Longford","Number","0"
"New House Registrations","2014Q1","Louth","Number","13"
"New House Registrations","2014Q1","Meath","Number","36"
"New House Registrations","2014Q1","Offaly","Number","0"
"New House Registrations","2014Q1","Westmeath","Number","1"
"New House Registrations","2014Q1","Wexford","Number","5"
"New House Registrations","2014Q1","Wicklow","Number","21"
"New House Registrations","2014Q1","Clare","Number","1"
"New House Registrations","2014Q1","Cork","Number","59"
"New House Registrations","2014Q1","Kerry","Number","4"
"New House Registrations","2014Q1","Limerick","Number","2"
"New House Registrations","2014Q1","Tipperary","Number","3"
"New House Registrations","2014Q1","Waterford","Number","10"
"New House Registrations","2014Q1","Galway","Number","19"
"New House Registrations","2014Q1","Leitrim","Number","0"
"New House Registrations","2014Q1","Mayo","Number","0"
"New House Registrations","2014Q1","Roscommon","Number","0"
"New House Registrations","2014Q1","Sligo","Number","0"
"New House Registrations","2014Q1","Cavan","Number","1"
"New House Registrations","2014Q1","Donegal","Number","0"
"New House Registrations","2014Q1","Monaghan","Number","0"
"New House Registrations","2014Q2","All Counties","Number","511"
"New House Registrations","2014Q2","Carlow","Number","0"
"New House Registrations","2014Q2","Dublin","Number","292"
"New House Registrations","2014Q2","Kildare","Number","31"
"New House Registrations","2014Q2","Kilkenny","Number","2"
"New House Registrations","2014Q2","Laois","Number","1"
"New House Registrations","2014Q2","Longford","Number","0"
"New House Registrations","2014Q2","Louth","Number","2"
"New House Registrations","2014Q2","Meath","Number","21"
"New House Registrations","2014Q2","Offaly","Number","5"
"New House Registrations","2014Q2","Westmeath","Number","9"
"New House Registrations","2014Q2","Wexford","Number","10"
"New House Registrations","2014Q2","Wicklow","Number","34"
"New House Registrations","2014Q2","Clare","Number","2"
"New House Registrations","2014Q2","Cork","Number","50"
"New House Registrations","2014Q2","Kerry","Number","11"
"New House Registrations","2014Q2","Limerick","Number","4"
"New House Registrations","2014Q2","Tipperary","Number","6"
"New House Registrations","2014Q2","Waterford","Number","24"
"New House Registrations","2014Q2","Galway","Number","3"
"New House Registrations","2014Q2","Leitrim","Number","0"
"New House Registrations","2014Q2","Mayo","Number","0"
"New House Registrations","2014Q2","Roscommon","Number","0"
"New House Registrations","2014Q2","Sligo","Number","0"
"New House Registrations","2014Q2","Cavan","Number","1"
"New House Registrations","2014Q2","Donegal","Number","0"
"New House Registrations","2014Q2","Monaghan","Number","3"
"New House Registrations","2014Q3","All Counties","Number","679"
"New House Registrations","2014Q3","Carlow","Number","24"
"New House Registrations","2014Q3","Dublin","Number","327"
"New House Registrations","2014Q3","Kildare","Number","94"
"New House Registrations","2014Q3","Kilkenny","Number","0"
"New House Registrations","2014Q3","Laois","Number","0"
